Num,Distribuidor,IMEI,Alias,Marca,Modelo,Ciudad,Latitud,Longitud,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
76,AGROEQUIPOS,866392067727218,AGROEQUIPOS - HFJ184538,CASE IH,,0,16.004812,-92.2459976,25,2,10,0,1,11,30,21,0,3,13,0
77,AGROEQUIPOS,866392061523233,AGROEQUIPOS - HFJ184733,CASE IH,,0,15.8320948,-92.0398915,19,1,4,21,78,29,3,12,24,58,31,5
78,AGROEQUIPOS,862407060155102,AGROEQUIPOS - HFJ185272-631842,CASE IH,,0,16.1233998,-92.1973576,0,18,6,50,1,0,1,14,5,1,0,2
79,AGROEQUIPOS,866392067006837,AGROEQUIPOS - NH10860M - 866392067006837,NEW HOLLAND AG,,0,16.2319168,-92.4196763,0,0,0,0,0,0,3,3,0,1,27,12
80,AGROEQUIPOS,866392061447987,AGROEQUIPOS - NKJ0B80CHPKH33498,NEW HOLLAND CE,,0,15.3087703,-92.6817076,66,91,87,78,120,63,73,66,43,44,40,19
81,AGROEQUIPOS,866392061463075,AGROEQUIPOS - NKJ0B80CVPKH33495,NEW HOLLAND CE,,0,15.455715,-92.8817968,0,0,0,0,0,0,0,0,0,0,0,0
82,AGROEQUIPOS,353738101220489,AGROEQUIPOS - S204592M,NEW HOLLAND AG,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
83,AGROEQUIPOS,356052106811079,AGROEQUIPOS - S306201M,NEW HOLLAND AG,,0,15.29727,-92.8476748,45,30,21,32,25,15,10,5,6,34,24,9
84,AGROEQUIPOS,356052100938746,AGROEQUIPOS - S306238M,NEW HOLLAND AG,,0,16.2940103,-92.4302963,111,72,110,91,95,141,11,1,2,4,82,0
85,AGROEQUIPOS,356052106892061,AGROEQUIPOS - S306240M,NEW HOLLAND AG,,0,14.879445,-92.4622648,98,38,15,3,6,10,0,0,8,0,15,11
86,AGROEQUIPOS,353738101245338,AGROEQUIPOS - S306319M,NEW HOLLAND AG,,0,15.0969531,-92.6482765,141,80,71,57,84,65,51,58,48,91,73,42
87,AGROEQUIPOS,353738101261897,AGROEQUIPOS - S306342M,NEW HOLLAND AG,,TonalÃ¡,16.0519221,-93.7999341,34,13,12,20,58,103,33,45,86,5,18,38
88,AGROEQUIPOS,353738101218236,AGROEQUIPOS - S306392M,NEW HOLLAND AG,,Metapa,14.8166543,-92.1955321,47,25,20,34,77,18,8,31,30,41,19,13
89,AGROEQUIPOS,353738101279485,AGROEQUIPOS - S306398M,NEW HOLLAND AG,,0,16.6657348,-93.4403698,122,69,31,35,45,42,10,58,17,23,31,20
90,AGROEQUIPOS,353738103075980,AGROEQUIPOS - S306417M,NEW HOLLAND AG,,0,16.2066361,-92.3740778,148,79,99,96,107,30,7,17,0,8,90,77
91,AGROEQUIPOS,353738101292249,AGROEQUIPOS - S306430M,NEW HOLLAND AG,,0,15.1724741,-92.7354891,71,81,63,80,79,79,69,92,70,83,57,34
92,AGROEQUIPOS,353738101274593,AGROEQUIPOS - S306487M,NEW HOLLAND AG,,0,16.2409283,-92.4301821,6,1,1,2,12,3,1,1,1,1,5,5
93,AGROEQUIPOS,865640063391020,AGROEQUIPOS - S306530M,NEW HOLLAND AG,,0,15.3149253,-92.8197655,17,35,63,89,72,46,42,52,38,50,105,24
94,AGROEQUIPOS,866392061673616,AGROEQUIPOS - S306612M,NEW HOLLAND AG,,0,16.4886991,-93.6741765,0,0,0,0,0,0,0,0,0,0,0,0
95,AGROEQUIPOS,866392061633206,AGROEQUIPOS - S306645M,NEW HOLLAND AG,,0,16.3692468,-92.4520828,201,126,87,24,0,0,0,0,0,0,0,0
96,AGROEQUIPOS,866392061517474,AGROEQUIPOS - S306686M,NEW HOLLAND AG,,0,14.8283008,-92.1524788,0,0,0,0,0,0,0,0,0,0,0,0
97,AGROEQUIPOS,866392061447821,AGROEQUIPOS - S306702M,NEW HOLLAND AG,,0,14.8625458,-92.3748673,1,0,52,115,164,48,85,132,2,126,27,57
98,AGROEQUIPOS,866392065089470,AGROEQUIPOS - S306833M,NEW HOLLAND AG,,0,14.9119448,-92.3636693,0,1,2,16,21,22,35,76,8,124,31,60
99,AGROEQUIPOS,353738102807805,AGROEQUIPOS - S507326M,NEW HOLLAND AG,,0,16.5522568,-93.839744,74,12,9,2,40,55,88,49,79,32,6,13
100,AGROEQUIPOS,353738102836069,AGROEQUIPOS - S507507M,NEW HOLLAND AG,,0,16.3625776,-90.4703958,80,0,0,0,0,0,0,0,0,101,131,89
101,AGROEQUIPOS,353738102838883,AGROEQUIPOS - S507526M,NEW HOLLAND AG,,0,16.3624071,-90.4707605,214,147,114,143,116,114,155,177,115,152,146,76
102,AGROEQUIPOS,353738103063614,AGROEQUIPOS - S507562M,NEW HOLLAND AG,,0,15.0756088,-92.4902186,0,0,10,0,35,0,5,8,0,0,4,0
103,AGROEQUIPOS,353738101283685,AGROEQUIPOS - S507747M,NEW HOLLAND AG,,0,16.2558093,-94.2880516,113,59,65,73,61,32,19,0,10,0,61,65
104,AGROEQUIPOS,353738103028138,AGROEQUIPOS - S507792M,NEW HOLLAND AG,,0,16.5200155,-93.963047,23,16,13,2,2,50,23,21,38,12,0,0
105,AGROEQUIPOS,353738103055040,AGROEQUIPOS - S507839M,NEW HOLLAND AG,,0,16.3150588,-94.1896501,0,0,0,0,0,0,0,0,0,0,0,0
106,AGROEQUIPOS,353738102954748,AGROEQUIPOS - S507874M,NEW HOLLAND AG,,0,16.3682126,-93.7483711,0,0,0,0,0,0,0,0,0,0,0,0
107,AGROEQUIPOS,353738102980461,AGROEQUIPOS - S507936M,NEW HOLLAND AG,,0,16.3951153,-93.2108918,175,160,140,77,58,173,88,30,22,18,80,69
108,AGROEQUIPOS,353738101294971,AGROEQUIPOS - S508027M,NEW HOLLAND AG,,0,16.2878598,-94.1938886,151,119,20,56,67,59,109,112,68,139,100,81
109,AGROEQUIPOS,865640063345794,AGROEQUIPOS - S508105M,NEW HOLLAND AG,,0,16.2722685,-92.4448748,97,36,57,39,9,21,7,0,0,4,29,46
110,AGROEQUIPOS,860092059678223,AGROEQUIPOS - S508123M,NEW HOLLAND AG,,0,14.9995668,-92.5354836,121,7,58,87,90,58,44,29,26,0,10,69
111,AGROEQUIPOS,866392061593137,AGROEQUIPOS - S508184M,NEW HOLLAND AG,,0,16.3914608,-93.2797851,1,3,2,0,5,1,4,21,31,14,7,0
112,AGROEQUIPOS,866392061523779,AGROEQUIPOS - S508187M,NEW HOLLAND AG,,0,15.210566,-92.6835038,0,0,0,0,0,0,0,0,0,0,0,0
113,AGROEQUIPOS,866392061671669,AGROEQUIPOS - S508261M,NEW HOLLAND AG,,0,15.360218,-92.9849645,132,86,35,46,86,62,38,70,47,66,38,63
114,AGROEQUIPOS,866392061604777,AGROEQUIPOS - S508321M,NEW HOLLAND AG,,0,16.3649563,-92.4324751,0,0,23,6,0,0,0,0,0,0,49,0
115,AGROEQUIPOS,866392067937841,AGROEQUIPOS - S508400M,NEW HOLLAND AG,,0,16.2737856,-94.1949945,134,74,59,63,138,76,107,169,110,142,132,78
116,AGROEQUIPOS,866392061463133,AGROEQUIPOS - S508438M,NEW HOLLAND AG,,0,16.159343,-92.3553261,1,13,17,48,97,49,17,16,2,0,13,60
117,AGROEQUIPOS,866392067908644,AGROEQUIPOS - S508447M,NEW HOLLAND AG,,0,16.2937738,-94.5038178,13,1,19,33,42,0,0,0,0,0,0,0
118,AGROEQUIPOS,866392061492967,AGROEQUIPOS - S508525M,NEW HOLLAND AG,,0,16.1710723,-92.2762056,3,5,43,88,80,33,42,12,5,0,69,151
119,AGROEQUIPOS,866392061457259,AGROEQUIPOS - S508579M,NEW HOLLAND AG,,0,19.8380455,-98.5728416,0,0,0,0,0,0,0,0,0,0,0,0
120,AGROEQUIPOS,866392061434548,AGROEQUIPOS - S508581M,NEW HOLLAND AG,,0,19.8380408,-98.5729173,0,0,0,0,0,0,0,0,0,0,0,0
121,AGROEQUIPOS,866392061484501,AGROEQUIPOS - S508583M,NEW HOLLAND AG,,0,19.8380913,-98.5729388,0,0,0,0,0,0,0,0,0,0,0,0
122,AGROEQUIPOS,866392061438648,AGROEQUIPOS - S508604M,NEW HOLLAND AG,,0,14.8552781,-92.2460686,14,3,37,65,148,5,27,0,0,0,0,0
123,AGROEQUIPOS,356052106763619,AGROEQUIPOS-356052106763619,NEW HOLLAND CE,,0,16.737538,-92.6879981,31,3,45,13,23,35,54,54,17,6,2,0
124,AGROEQUIPOS,866392068788433,AGROEQUIPOS-866392068788433,NEW HOLLAND AG,,0,16.2100348,-92.3877728,26,80,110,108,104,58,14,5,17,9,112,137
125,AGROEQUIPOS,865640063425174,AGROEQUIPOS-HFJ183551,CASE IH,,0,15.9745251,-93.7376898,23,27,35,21,1,51,50,45,49,41,25,11
126,AGROEQUIPOS,356052106906317,AGROEQUIPOS-R-356052106906317,NEW HOLLAND AG,,0,14.630637,-92.183581,31,12,19,21,1,0,12,29,31,60,51,47
127,AGROEQUIPOS,357766093633670,AGROEQUIPOS-S306193M-6610S HERENCIA,NEW HOLLAND AG,,0,14.8600086,-92.4616036,93,71,27,46,4,7,4,4,0,0,0,0
128,AGROEQUIPOS,356052106982821,AGROEQUIPOS-S306206M-6610S HERENCIA,0,,0,16.2097618,-92.3877405,142,69,88,54,120,57,15,0,11,1,114,135
129,AGROEQUIPOS,353738102801287,AGROEQUIPOS-S306235M-6610S HERENCIA,NEW HOLLAND AG,,0,15.1752591,-92.5756416,103,75,59,70,81,81,95,74,113,110,68,70
130,AGROEQUIPOS,353738102011804,AGROEQUIPOS-S507427M-7610S HERENCIA,NEW HOLLAND AG,,0,15.3019838,-92.8372951,28,68,37,39,37,11,21,9,44,62,67,62
131,AGROEQUIPOS,866392067000624,AGROEQUIPOS-S508831M-866392067000624,NEW HOLLAND AG,,0,15.050519,-92.5128375,206,135,143,127,9,11,1,2,1,0,0,136
132,AGROEQUIPOS,866392061708131,AGROQUIPOS - S306568M,NEW HOLLAND AG,,0,14.6339173,-92.301648,10,25,32,23,4,8,25,31,35,35,18,41
133,AGROEQUIPOS,353738102831722,TD85F01,NEW HOLLAND AG,,0,14.7982616,-92.2608658,2,0,1,1,0,0,0,0,7,1,2,1
134,AGROSURTE,353738102821731,251,JOHN DEERE,,0,20.5216773,-100.8306753,0,0,0,0,0,0,0,0,0,0,0,0
135,AGROSURTE,353738102816533,333,JOHN DEERE,,0,20.5216655,-100.8304786,0,0,0,0,0,0,0,0,0,0,0,0
136,AGROSURTE,353738101252219,353738101252219,CASE IH,FARMALL JX110,Salamanca,20.5860815,-101.1169816,7,29,45,30,39,14,15,17,41,57,135,86
137,AGROSURTE,353738102816491,353738102816491,JOHN DEERE,5076E,0,20.5217278,-100.830582,0,0,0,0,0,0,0,0,0,0,0,0
138,AGROSURTE,353738102817036,353738102817036,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
139,AGROSURTE,353738102820972,353738102820972,JOHN DEERE,6425,0,20.5217756,-100.830596,0,0,0,0,0,0,0,0,0,0,0,0
140,AGROSURTE,353738102821038,353738102821038,CASE IH,0,0,20.5218933,-100.8305503,0,0,0,0,0,0,0,0,0,0,0,0
141,AGROSURTE,353738102823620,353738102823620,CASE IH,Magnum290,0,20.5216905,-100.8305893,0,0,0,0,0,0,0,0,0,0,0,0
142,AGROSURTE,353738102823752,353738102823752,JOHN DEERE,3005,0,20.521741,-100.8305233,0,0,0,0,0,0,0,0,0,0,0,0
143,AGROSURTE,353738102821020,611,CASE IH,,0,20.521765,-100.8305928,0,0,0,0,0,0,0,0,0,0,0,0
144,AGROSURTE,862407060161258,862407060161258,CASE IH,FARMALL JX110,0,20.6232483,-101.3404786,45,31,88,42,21,13,12,45,9,1,6,18
145,AGROSURTE,862407060169079,862407060169079,NEW HOLLAND AG,7610S HERENCIA,0,16.286994,-94.5048711,0,0,0,0,0,3,4,63,13,40,30,10
146,AGROSURTE,862407061475681,862407061475681,CASE IH,FARMALL JX100,0,20.2218235,-100.73854,0,0,0,0,0,1,0,0,1,0,0,28
147,AGROSURTE,862407061478677,862407061478677,NEW HOLLAND AG,6610S HERENCIA,0,20.5142435,-100.744337,0,0,0,0,0,0,0,0,0,0,0,0
148,AGROSURTE,862407061635490,862407061635490,CASE IH,FARMALL JX90,0,20.5272223,-100.7056643,0,0,0,0,0,0,0,0,0,0,0,0
149,AGROSURTE,862407061710533,862407061710533,CASE IH,FARMALL JX100,0,20.5275921,-100.9819048,0,0,0,0,0,0,0,0,0,21,1,18
150,AGROSURTE,866016064478976,866016064478976,CASE IH,FARMALL JX110,0,20.3812828,-101.060331,0,0,0,0,1,1,0,4,7,83,209,58
151,AGROSURTE,866392063343085,866392063343085,NEW HOLLAND AG,6610S HERENCIA,0,16.3958891,-94.4605536,0,0,0,0,1,1,0,1,1,0,0,1
152,AGROSURTE,866392063397610,866392063397610,NEW HOLLAND AG,TS6000,0,18.3488098,-96.286795,0,0,1,1,1,0,1,0,0,0,38,95
153,AGROSURTE,866392069122137,866392069122137,NEW HOLLAND AG,TS6000,0,18.1300291,-96.1671503,0,0,18,17,18,23,13,0,0,0,0,0
154,AGROSURTE,866016064462806,AGROSURTE - 866016064462806,CASE IH,,0,20.59676,-101.3623335,14,12,10,0,78,35,38,28,11,34,69,30
155,AGROSURTE,353738101214987,AGROSURTE - HFJ182722,CASE IH,,Dolores Hidalgo Cuna de la Independencia Nacional,20.9811428,-100.9251005,151,55,50,15,22,29,21,20,2,16,2,24
156,AGROSURTE,353738101274494,AGROSURTE - HFJ182813,CASE IH,,0,22.2928656,-101.8120495,102,67,65,56,81,77,31,69,39,60,75,19
157,AGROSURTE,353738101226312,AGROSURTE - HFJ182822,CASE IH,,VillagrÃ¡n,20.5332346,-101.0669121,3,1,25,0,0,0,0,0,0,1,10,7
158,AGROSURTE,353738101245247,AGROSURTE - HFJ182922,CASE IH,,PÃ©njamo,20.4570696,-101.6524525,0,40,27,71,173,103,33,24,1,7,26,13
159,AGROSURTE,865640063365941,AGROSURTE - HFJ183311,CASE IH,,0,20.5860551,-101.0341826,0,10,0,0,1,0,0,0,3,3,2,3
160,AGROSURTE,860092059748315,AGROSURTE - HFJ183315,CASE IH,,0,20.6115145,-101.1412385,117,136,83,77,171,126,25,1,0,13,95,58
161,AGROSURTE,353738103056634,AGROSURTE - HFJ183375,CASE IH,,0,20.5826646,-102.7469116,59,70,48,15,89,141,50,8,5,5,12,70
162,AGROSURTE,860092059690947,AGROSURTE - HFJ183434,CASE IH,,0,20.6833041,-101.2198376,38,12,10,12,20,14,26,21,40,10,32,31
163,AGROSURTE,865640063365792,AGROSURTE - HFJ183473,CASE IH,,0,20.6426025,-101.1829943,14,18,10,17,1,3,5,1,0,43,12,26
164,AGROSURTE,865640063372483,AGROSURTE - HFJ183554,CASE IH,,0,20.5719406,-102.7232665,0,8,2,1,0,37,75,0,0,0,0,0
